,Q64,Q65,Q81,Q71,Q1,Q72,Q73,Q74,Q75,Q86,Q87,Q88,Q76,Q77,Q78,Q84,Q84_1_TEXT,Q2,Q3,Q4,Q5,Q7,Q8,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q17,Q18,Q19,Q20,Q21,Q23,Q64.1,Q65.1,Q66,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q69_11,Q69_12,Q69_13,Q69_14,Q69_15,Q69_16,Q69_17,Q69_18,Q69_19,Q69_20,Duration (in seconds),Attention_score
246,I consent,I am between the ages of 18-25.,24.0,2000-01-01,Cisgender Male,Non-Hispanic Black,Yes,Yes - Part time,Senior,No,Yes,Yes,Yes,"[{""Sport"": ""Football"", ""Years"": 2, ""Position"": ""Wide Receiver""}]",Non-Hispanic Black,No,,3:00 AM,20 Minutes,11:00 AM,8.0 Hours,Three or more times a week,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Once or twice a week,Not during the past month,Three or more times a week,Three or more times a week,Very bad,Once or twice a week,Once or twice a week,A very big problem,Yes,Once or twice a week,Not during the past month,Three or more times a week,Three or more times a week,Always,Always,Often,Almost never,Almost never,Almost never,Always,Sometimes,Always,Sometimes,Always,Often,Sometimes,Almost never,Almost never,Almost never,Sometimes,Sometimes,Almost never,Sometimes,759,3
247,I consent,I am between the ages of 18-25.,22.0,2002-07-11,Cisgender Male,White,Yes,Yes - Full time,Senior,No,No,Yes,Yes,"[{""Sport"": ""Golf"", ""Years"": 4, ""Position"": ""NaN""}]",White,No,,11:00 PM,3 Minutes,5:00 AM,6.0 Hours,Three or more times a week,Three or more times a week,Three or more times a week,Less than once a week,Not during the past month,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Very bad,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Often,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Always,Often,Often,Often,Often,Sometimes,Always,Sometimes,Sometimes,Often,Often,Almost never,350,2
248,I consent,I am between the ages of 18-25.,23.0,2001-01-01,Cisgender Female,White,Yes,Yes - Part time,Senior,No,Yes,Yes,Yes,"[{""Sport"": ""Cross country"", ""Years"": 1, ""Position"": ""NaN""},
{""Sport"": ""Color guard"", ""Years"": 2, ""Position"": ""NaN""}]",White,Yes,1,10:00 PM,20 Minutes,6:00 AM,9.0 Hours,Once or twice a week,Three or more times a week,Three or more times a week,Once or twice a week,Less than once a week,Not during the past month,Three or more times a week,Once or twice a week,Once or twice a week,Fairly bad,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Almost never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,571,3
249,I consent,I am between the ages of 18-25.,22.0,2002-02-13,Cisgender Female,Non-Hispanic Black,Yes,Yes - Full time,Senior,No,No,No,Yes,"[{""Sport"": ""Volleyball"", ""Years"": 5, ""Position"": ""Setter""}]",Non-Hispanic Black,No,,10:00 PM,30 Minutes,6:00 AM,7.0 Hours,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Less than once a week,Fairly bad,Not during the past moth,Less than once a week,Only a very slight problem,No,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Often,Sometimes,Often,Almost never,Often,Always,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Always,Sometimes,Sometimes,535,3
250,I consent,I am between the ages of 18-25.,23.0,2001-02-09,Cisgender Female,White,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 2, ""Position"": ""Forward""}]",White,No,,10:30 PM,30 Minutes,6:45 AM,26.0 Hours,Three or more times a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Once or twice a week,Fairly good,Once or twice a week,Not during the past month,Somewhat of a problem,No,,,,,Always,Sometimes,Often,Almost never,Almost never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,341,3
251,I consent,I am between the ages of 18-25.,22.0,2002-10-07,Cisgender Male,Asian,Yes,Yes - Full time,Senior,No,No,No,Yes,"[{""Sport"": ""Basketball"", ""Years"": 4, ""Position"": ""PG""}]",Asian,No,,1:00 AM,60 Minutes,9:00 AM,8.0 Hours,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,183,3
252,I consent,I am between the ages of 18-25.,25.0,1999-01-01,Non-binary,White,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Archery"", ""Years"": 1, ""Position"": ""NaN""}]",White,No,,12:00 AM,10 Minutes,8:00 AM,9.0 Hours,Once or twice a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Once or twice a week,Less than once a week,Fairly good,Once or twice a week,Once or twice a week,Only a very slight problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Often,Almost never,Almost never,Often,Often,Sometimes,Sometimes,Almost never,Often,Often,Almost never,Almost never,Always,Always,Sometimes,Almost never,Often,Sometimes,Always,Sometimes,861,3
253,I consent,I am between the ages of 18-25.,19.0,2005-01-27,Cisgender Female,White,Yes,Yes - Full time,Sophomore,No,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 1, ""Position"": ""Goalie""}]",White,No,,11:30 PM,10 Minutes,,20.5 Hours,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Less than once a week,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Often,Often,Often,Sometimes,Sometimes,Often,Often,Always,Sometimes,Often,Often,Often,Sometimes,Almost never,Always,Sometimes,Often,Often,Sometimes,Often,230,2
254,I consent,I am between the ages of 18-25.,21.0,2003-02-27,Cisgender Female,Non-Hispanic Black,Yes,Yes - Full time,Senior,No,Yes,No,No, ,Non-Hispanic Black,Yes,1,10:00 PM,10 Minutes,6:00 AM,8.0 Hours,Not during the past month,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Almost never,Almost never,Sometimes,Almost never,Sometimes,Often,Almost never,Almost never,Almost never,Almost never,Almost never,Sometimes,Sometimes,Often,Sometimes,362,2
255,I consent,I am between the ages of 18-25.,25.0,1999-01-01,Cisgender Male,White,Yes,Yes - Full time,Freshman,Yes,Yes,No,Yes,"[{""Sport"": ""Baseball"", ""Years"": 3, ""Position"": ""Shortstop""},
{""Sport"": ""Cross country"", ""Years"": 2, ""Position"": ""NaN""}]",White,Yes,1,1:00 AM,5 Minutes,5:30 AM,5.0 Hours,Once or twice a week,Less than once a week,Three or more times a week,Not during the past month,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Fairly good,Three or more times a week,Not during the past month,Only a very slight problem,No,,,,,Always,Often,Often,Almost never,Almost never,Always,Often,Often,Always,Sometimes,Often,Always,Always,Almost never,Always,Sometimes,Almost never,Sometimes,Almost never,Often,210,3
256,I consent,I am between the ages of 18-25.,19.0,2005-07-15,Cisgender Female,Latino/Hispanic,Yes,Yes - Full time,Sophomore,No,Yes,No,No, ,Latino/Hispanic,No,,2:00 AM,20 Minutes,10:00 AM,7.0 Hours,Not during the past month,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Once or twice a week,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Often,Always,Often,Sometimes,Sometimes,Almost never,Sometimes,Always,Sometimes,Often,Always,Often,Always,Often,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Always,240,3
257,I consent,I am between the ages of 18-25.,18.0,2006-06-03,Cisgender Female,White,Yes,Yes - Full time,Freshman,No,No,Yes,Yes,"[
    {""Sport"": ""Golf"", ""Years"": 3, ""Position"": ""NaN""},
    {""Sport"": ""Track"", ""Years"": 2, ""Position"": ""400 meter dash""},
    {""Sport"": ""Archery"", ""Years"": 4, ""Position"": ""NaN""}
]",White,No,,2:00 AM,200 Minutes,12:00 PM,8.0 Hours,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Somewhat of a problem,No,,,,,Often,Often,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Often,Often,Almost never,Always,Sometimes,Often,Sometimes,Often,Often,Often,Sometimes,328,3
258,I consent,I am between the ages of 18-25.,23.0,2001-01-01,Other,Other (specify below):,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Volleyball"", ""Years"": 3, ""Position"": ""NaN""},
{""Sport"": ""Track"", ""Years"": 4, ""Position"": ""NaN""},
{""Sport"": ""Gymnastics"", ""Years"": 1, ""Position"": ""NaN""}]",Other,No,,1:00 AM,45 Minutes,6:00 AM,4.0 Hours,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Always,Often,Always,Almost never,Almost never,Always,Always,Always,Often,Always,Often,Always,Always,Always,Always,Always,Always,Always,Always,Always,843,3
259,I consent,I am between the ages of 18-25.,22.0,2002-11-22,Cisgender Male,Asian,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Baseball"", ""Years"": 4, ""Position"": ""Centerfield""},
{""Sport"": ""Soccer"", ""Years"": 3, ""Position"": ""Defender""}]",Asian,No,,12:00 AM,60 Minutes,12:00 PM,7.0 Hours,Once or twice a week,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Once or twice a week,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Less than once a week,No problem at all,No,,,,,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Often,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,679,3
260,I consent,I am between the ages of 18-25.,23.0,2001-04-19,Cisgender Male,Asian,Yes,Yes - Full time,Sophomore,No,Yes,Yes,Yes,"[{""Sport"": ""Football"", ""Years"": 2, ""Position"": ""Tight End""}]",Asian,No,,11:00 PM,45 Minutes,6:00 AM,4.0 Hours,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Less than once a week,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,Somewhat of a problem,No,,,,,Always,Always,Often,Almost never,Sometimes,Often,Always,Always,Sometimes,Sometimes,Often,Often,Often,Always,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Often,200,3
261,I consent,I am between the ages of 18-25.,25.0,1999-05-17,Cisgender Female,White,Yes,No,,No,Yes,Yes,No, ,White,Yes,i fell on a bike and went head first but thanks to the helmet.,12:00 AM,10 Minutes,8:30 AM,7.0 Hours,Once or twice a week,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Almost never,Almost never,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Almost never,Often,Often,Often,Almost never,592,3
262,I consent,I am between the ages of 18-25.,24.0,2001-01-04,Cisgender Female,White,Yes,Yes - Part time,Sophomore,No,No,No,Yes,"[{""Sport"": ""Swim"", ""Years"": 1, ""Position"": ""NaN""}]",White,No,,1:00 AM,30 Minutes,10:00 AM,6.0 Hours,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Almost never,Sometimes,Sometimes,Sometimes,Often,Almost never,Almost never,Sometimes,Sometimes,296,3
263,I consent,I am between the ages of 18-25.,23.0,2001-09-20,Cisgender Male,White,Yes,No,,No,No,No,No, ,White,No,,12:30 AM,20 Minutes,8:30 AM,6.0 Hours,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Often,Often,Often,Almost never,Sometimes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Almost never,Almost never,Almost never,532,3
264,I consent,I am between the ages of 18-25.,24.0,2000-12-26,Cisgender Female,Non-Hispanic Black,Yes,Yes - Full time,Sophomore,No,No,No,Yes,"[{""Sport"": ""Volleyball"", ""Years"": 3, ""Position"": ""Outside hitter""}]",Non-Hispanic Black,No,,2:00 AM,60 Minutes,10:00 AM,8.0 Hours,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Once or twice a week,Not during the past month,Fairly good,Not during the past moth,Less than once a week,No problem at all,Yes,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Often,Sometimes,Sometimes,Often,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,981,3
265,I consent,I am between the ages of 18-25.,25.0,1999-12-01,Cisgender Female,Asian,Yes,Yes - Full time,,No,No,No,No, ,Asian,No,,12:00 PM,10 Minutes,6:00 AM,6.0 Hours,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Once or twice a week,Fairly bad,Not during the past moth,Less than once a week,Somewhat of a problem,No,,,,,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Sometimes,282,2
266,I consent,I am between the ages of 18-25.,24.0,2000-11-20,Cisgender Male,Asian,Yes,Yes - Full time,Junior,Yes,Yes,No,Yes,"[{""Sport"": ""Football"", ""Years"": ""NaN"", ""Position"": ""Wide Receiver""}]",Asian,No,,1:00 AM,25 Minutes,8:00 AM,6.0 Hours,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Fairly good,Not during the past moth,Once or twice a week,Somewhat of a problem,No,,,,,Often,Often,Often,Always,Often,Sometimes,Often,Often,Often,Always,Often,Often,Sometimes,Almost never,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,166,3
267,I consent,I am between the ages of 18-25.,18.0,2006-04-14,Cisgender Male,White,Yes,Yes - Full time,Freshman,Yes,Yes,No,Yes,"[{""Sport"": ""Volleyball"", ""Years"": 1, ""Position"": ""NaN""}]",White,Yes,1,11:00 PM,15 Minutes,9:00 AM,8.0 Hours,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Very good,Not during the past moth,Once or twice a week,Only a very slight problem,No,,,,,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Always,Always,Often,Sometimes,Often,Often,Often,Sometimes,189,3
268,I consent,I am between the ages of 18-25.,21.0,2003-11-04,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Sophomore,No,No,No,Yes,"[{""Sport"": ""Baseball"", ""Years"": 0, ""Position"": ""NaN""}]",Non-Hispanic Black,No,,12:00 AM,15 Minutes,10:00 AM,9.0 Hours,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Fairly bad,Three or more times a week,Not during the past month,No problem at all,No,,,,,Almost never,Almost never,Almost never,Always,Often,Almost never,Almost never,Sometimes,Often,Often,Sometimes,Almost never,Sometimes,Always,Always,Almost never,Always,Sometimes,Always,Almost never,508,3
269,I consent,I am between the ages of 18-25.,24.0,2000-07-24,Cisgender Male,White,Yes,No,,No,No,No,,"[{""Sport"": ""Soccer"", ""Years"": ""NaN"", ""Position"": ""Winger""}]",White,No,,1:00 AM,25 Minutes,8:00 AM,7.0 Hours,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Always,Almost never,Almost never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Often,Almost never,Almost never,Always,Sometimes,Often,Almost never,Often,Often,Often,Sometimes,682,3
270,I consent,I am between the ages of 18-25.,24.0,2000-07-24,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,,"[{""Sport"": ""Soccer"", ""Years"": ""NaN"", ""Position"": ""Defender""}]",Non-Hispanic Black,No,,11:00 PM,10 Minutes,7:25 AM,8.0 Hours,Once or twice a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Often,Almost never,Almost never,Almost never,Often,Sometimes,Almost never,Sometimes,Almost never,Often,Sometimes,Almost never,Always,Sometimes,Often,Almost never,Always,Often,Often,Sometimes,686,3
271,I consent,I am between the ages of 18-25.,20.0,2004-11-22,Cisgender Male,Latino/Hispanic,Yes,Yes - Full time,Sophomore,No,No,No,No, ,Latino/Hispanic,No,,12:00 AM,180 Minutes,7:00 AM,5.0 Hours,Once or twice a week,Less than once a week,Three or more times a week,Less than once a week,Less than once a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Almost never,517,3
272,I consent,I am between the ages of 18-25.,20.0,2004-02-24,Cisgender Male,Biracial (specify below):,Yes,Yes - Full time,Junior,No,No,No,Yes,"[{""Sport"": ""Tennis"", ""Years"": 4, ""Position"": ""Doubles""}]",Biracial,No,,11:30 PM,10 Minutes,7:00 AM,7.0 Hours,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Often,Sometimes,Almost never,Always,Always,Often,Almost never,Sometimes,Sometimes,Always,Almost never,Almost never,Always,Often,Often,Often,Always,Always,Always,Sometimes,210,3
273,I consent,I am between the ages of 18-25.,25.0,1999-12-16,Cisgender Female,White,Yes,No,,Yes,Yes,Yes,Yes,"[{""Sport"": ""Volleyball"", ""Years"": ""NaN"", ""Position"": ""Outside Hitter""}]",White,Yes,1,12:00 AM,20 Minutes,7:40 AM,7.0 Hours,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Once or twice a week,Once or twice a week,Fairly good,Once or twice a week,Not during the past month,Somewhat of a problem,Yes,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Almost never,Often,Almost never,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,442,3
274,I consent,I am between the ages of 18-25.,23.0,2001-11-21,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 2, ""Position"": ""Attacking Midfielder""}]",Non-Hispanic Black,No,,1:00 AM,30 Minutes,9:00 AM,5.0 Hours,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,226,3
275,I consent,I am between the ages of 18-25.,23.0,2001-09-24,Cisgender Female,White,Yes,No,,Yes,Yes,No,Yes,"[{""Sport"": ""Track & Field"", ""Years"": 1, ""Position"": ""Pole Vault""},
{""Sport"": ""Track & Field"", ""Years"": 1, ""Position"": ""Long Jump""},
{""Sport"": ""Track & Field"", ""Years"": 1, ""Position"": ""100 m Dash""}]",White,Yes,1,12:00 AM,30 Minutes,7:00 PM,6.0 Hours,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Fairly good,Not during the past moth,Less than once a week,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Sometimes,Almost never,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,333,2
276,I consent,I am between the ages of 18-25.,19.0,2005-09-11,Cisgender Male,White,Yes,No,,No,No,No,No,"[{""Sport"": ""Volleyball"", ""Years"": 0, ""Position"": ""NaN""}]",White,No,,12:00 PM,30 Minutes,11:00 AM,9.0 Hours,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Often,Often,Sometimes,Sometimes,Almost never,Always,Often,Always,Sometimes,Sometimes,Often,Sometimes,Always,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,220,3
277,I consent,I am between the ages of 18-25.,25.0,2000-01-12,Cisgender Female,White,Yes,Yes - Full time,Junior,No,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 0, ""Position"": ""NaN""}]",White,No,,2:00 AM,200 Minutes,11:30 AM,6.0 Hours,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Less than once a week,Only a very slight problem,Yes,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,332,3
278,I consent,I am between the ages of 18-25.,19.0,2005-08-23,Cisgender Male,Asian,Yes,Yes - Full time,Junior,No,No,No,Yes,"[{""Sport"": ""Swimming"", ""Years"": 3, ""Position"": ""NaN""},
{""Sport"": ""Water Polo"", ""Years"": 2, ""Position"": ""NaN""},
{""Sport"": ""Cross Country"", ""Years"": 2, ""Position"": ""NaN""}]",Asian,No,,11:00 PM,15 Minutes,7:00 AM,7.0 Hours,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Three or more times a week,Once or twice a week,Three or more times a week,Fairly good,Not during the past moth,Once or twice a week,A very big problem,No,,,,,Sometimes,Often,Often,Often,Almost never,Sometimes,Always,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Almost never,Almost never,Almost never,Almost never,Often,Almost never,234,3
279,I consent,I am between the ages of 18-25.,22.0,2002-11-21,Cisgender Male,White,Yes,Yes - Full time,Senior,No,No,No,Yes,"[{""Sport"": ""Basketball"", ""Years"": 4, ""Position"": ""NaN""}]",White,No,,12:00 PM,45 Minutes,8:00 PM,6.0 Hours,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Very good,Not during the past moth,Less than once a week,No problem at all,No,,,,,Often,Sometimes,Sometimes,Often,Always,Sometimes,Almost never,Sometimes,Almost never,Often,Sometimes,Sometimes,Always,Often,Sometimes,Often,Always,Always,Often,Sometimes,524,3
280,I consent,I am between the ages of 18-25.,20.0,2005-01-17,Cisgender Male,White,Yes,Yes - Part time,Sophomore,No,No,No,Yes,"[{""Sport"": ""Baseball"", ""Years"": 1, ""Position"": ""Third Baseman""}]",White,No,,11:00 PM,15 Minutes,6:00 AM,7.0 Hours,Not during the past month,Once or twice a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Fairly good,Not during the past moth,Once or twice a week,A very big problem,No,,,,,Sometimes,Always,Sometimes,Almost never,Sometimes,Always,Often,Always,Often,Always,Often,Always,Sometimes,Sometimes,Sometimes,Always,Often,Almost never,Always,Always,372,3
281,I consent,I am between the ages of 18-25.,23.0,2001-08-07,Cisgender Male,White,Yes,Yes - Full time,Senior,No,No,Yes,Yes,"[{""Sport"": ""Soccer"", ""Years"": 4, ""Position"": ""Forward""}]",White,No,,11:00 PM,15 Minutes,6:00 AM,7.0 Hours,Once or twice a week,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Often,Sometimes,Sometimes,Sometimes,Often,Often,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,266,3
282,I consent,I am between the ages of 18-25.,24.0,2000-06-10,Cisgender Male,Asian,Yes,No,,No,No,No,No, ,Asian,No,,11:00 PM,120 Minutes,5:00 AM,6.0 Hours,Once or twice a week,Once or twice a week,Once or twice a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Fairly good,Not during the past moth,Less than once a week,Only a very slight problem,No,,,,,Sometimes,Almost never,Sometimes,Often,Sometimes,Sometimes,Almost never,Almost never,Almost never,Often,Sometimes,Almost never,Sometimes,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,442,3
283,I consent,I am between the ages of 18-25.,19.0,2005-06-23,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Sophomore,No,No,No,No, ,Non-Hispanic Black,No,,10:00 PM,60 Minutes,6:00 AM,7.0 Hours,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Almost never,Often,Almost never,Almost never,Sometimes,Almost never,Often,Sometimes,Always,Often,Often,Almost never,398,3
