,Unnamed: 0.1,Unnamed: 0,Q64,Q65,Q81,Q71,Q1,Q72,Q73,Q74,Q75,Q86,Q87,Q88,QID91,Q76,Q77,Q78,Q84,Q84_1_TEXT,Q89,Q2,Q3,Q4,Q5,Q7,Q8,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q17,Q18,Q19,Q20,Q21,Q23,Q64.1,Q65.1,Q66,Q90,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q69_11,Q69_12,Q69_13,Q69_14,Q69_15,Q69_16,Q69_17,Q69_18,Q69_19,Q69_20,Duration (in seconds)
273,273,273,I consent,I am between the ages of 18-25.,22.0,2002-11-22,Cisgender Male,Asian,Yes,No,,No,No,No,True,Yes,"Baseball, Centerfield, 4 years. Soccer, Defender, 3 years",Asian,No,,True,12:00 AM,20,7:40 AM,7,Once or twice a week,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Once or twice a week,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Less than once a week,No problem at all,No,,,,,75 degrees or higher,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Often,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,679
274,274,274,I consent,I am between the ages of 18-25.,23.0,2001-04-19,Cisgender Male,Asian,Yes,Yes - Full time,Sophomore,No,Yes,Yes,True,Yes,"Football, Tight End, 2 years",Asian,No,,True,1 AM,30,9 AM,5,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Less than once a week,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,Somewhat of a problem,No,,,,,75 degrees or higher,Always,Always,Often,Almost never,Sometimes,Often,Always,Always,Sometimes,Sometimes,Often,Often,Often,Always,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Often,200
275,275,275,I consent,I am between the ages of 18-25.,25.0,1999-05-17,Cisgender Female,White,Yes,No,,No,Yes,Yes,True,No,none,White,Yes,i fell on a bike and went head first but thanks to the helmet.,True,12am,30,7,6,Once or twice a week,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Almost never,Almost never,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Almost never,Often,Often,Often,Almost never,592
276,276,276,I consent,I am between the ages of 18-25.,24.0,2001-01-04,Cisgender Female,White,Yes,Yes - Part time,Sophomore,No,No,No,True,Yes,swim,White,No,,True,12,30,9-11,7-9,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,75 degrees or higher,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Almost never,Sometimes,Sometimes,Sometimes,Often,Almost never,Almost never,Sometimes,Sometimes,296
277,277,277,I consent,I am between the ages of 18-25.,23.0,2001-09-20,Cisgender Male,White,Yes,No,,No,No,No,True,No,None ,White,No,,True,2:00 A.M.,200,11:30,6,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Often,Often,Often,Almost never,Sometimes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Almost never,Almost never,Almost never,532
278,278,278,I consent,I am between the ages of 18-25.,24.0,2000-12-26,Cisgender Female,Non-Hispanic Black,Yes,Yes - Full time,Sophomore,No,No,No,True,Yes,"Volleyball, Outside hitter, 3 years",Non-Hispanic Black,No,,True,11:00 PM,15 minutes,7:00 AM,7 hours,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Once or twice a week,Not during the past month,Fairly good,Not during the past moth,Less than once a week,No problem at all,Yes,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,75 degrees or higher,Often,Sometimes,Sometimes,Often,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,981
279,279,279,I consent,I am between the ages of 18-25.,25.0,1999-12-01,Cisgender Female,Asian,Yes,Yes - Full time,,No,No,No,True,No,,Asian,No,,True,12,45,8,6,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Once or twice a week,Fairly bad,Not during the past moth,Less than once a week,Somewhat of a problem,No,,,,,70-74 degrees,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Sometimes,282
280,280,280,I consent,I am between the ages of 18-25.,24.0,2000-11-20,Cisgender Male,Asian,Yes,Yes - Full time,Junior,Yes,Yes,No,True,Yes,"Football, Wide Receiver",Asian,No,,True,11:00 PM,15 minutes,6:00 AM,7,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Fairly good,Not during the past moth,Once or twice a week,Somewhat of a problem,No,,,,,75 degrees or higher,Often,Often,Often,Always,Often,Sometimes,Often,Often,Often,Always,Often,Often,Sometimes,Almost never,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,166
281,281,281,I consent,I am between the ages of 18-25.,18.0,2006-04-14,Cisgender Male,White,Yes,Yes - Full time,Freshman,Yes,Yes,No,True,Yes,"Volleyball, 1 year",White,Yes,1,True,11 pm,15 minutes,6 am,7 hours,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Very good,Not during the past moth,Once or twice a week,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Always,Always,Often,Sometimes,Often,Often,Often,Sometimes,189
282,282,282,I consent,I am between the ages of 18-25.,21.0,2003-11-04,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Sophomore,No,No,No,True,Yes,Baseball ,Non-Hispanic Black,No,,True,11,120,5,6,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Fairly bad,Three or more times a week,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Almost never,Almost never,Almost never,Always,Often,Almost never,Almost never,Sometimes,Often,Often,Sometimes,Almost never,Sometimes,Always,Always,Almost never,Always,Sometimes,Always,Almost never,508
283,283,283,I consent,I am between the ages of 18-25.,24.0,2000-07-24,Cisgender Male,White,Yes,No,,No,No,No,True,,"Soccer, winger",White,No,,True,10pm,60,6am,7,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Always,Almost never,Almost never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Often,Almost never,Almost never,Always,Sometimes,Often,Almost never,Often,Often,Often,Sometimes,682
284,284,284,I consent,I am between the ages of 18-25.,24.0,2000-07-24,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,True,,"Soccer, defender",Non-Hispanic Black,No,,True,11pm,40,6am,6,Once or twice a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Often,Almost never,Almost never,Almost never,Often,Sometimes,Almost never,Sometimes,Almost never,Often,Sometimes,Almost never,Always,Sometimes,Often,Almost never,Always,Often,Often,Sometimes,686
285,285,285,I consent,I am between the ages of 18-25.,20.0,2004-11-22,Cisgender Male,Latino/Hispanic,Yes,Yes - Full time,Sophomore,No,No,No,True,No,,Latino/Hispanic,No,,True,12 am,20,11 am,9,Once or twice a week,Less than once a week,Three or more times a week,Less than once a week,Less than once a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Almost never,517
286,286,286,I consent,I am between the ages of 18-25.,20.0,2004-02-24,Cisgender Male,Biracial (specify below):,Yes,Yes - Full time,Junior,No,No,No,True,Yes,"Tennis, doubles, all four years",Biracial,No,,True,1 AM,30 minutes,10:30 AM,8,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Often,Sometimes,Almost never,Always,Always,Often,Almost never,Sometimes,Sometimes,Always,Almost never,Almost never,Always,Often,Often,Often,Always,Always,Always,Sometimes,210
287,287,287,I consent,I am between the ages of 18-25.,25.0,1999-12-16,Cisgender Female,White,Yes,No,,Yes,Yes,Yes,True,Yes,"Volleyball, outside hitter ",White,Yes,1,True,12:30AM,30,7:00AM,6,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Once or twice a week,Once or twice a week,Fairly good,Once or twice a week,Not during the past month,Somewhat of a problem,Yes,Less than once a week,Not during the past month,Not during the past month,Less than once a week,75 degrees or higher,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Almost never,Often,Almost never,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,442
288,288,288,I consent,I am between the ages of 18-25.,23.0,2001-11-21,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,True,Yes,"Soccer, Attacking Midfielder, 2 years",Non-Hispanic Black,No,,True,12am,5-10 minutes,6am,6 hours,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,226
289,289,289,I consent,I am between the ages of 18-25.,23.0,2001-09-24,Cisgender Female,White,Yes,No,,Yes,Yes,No,False,Yes,"track & field, pole vault, long jump, 100 m dash - 1 year ",White,Yes,1,True,9:30pm,30 minutes ,5:45am,7.5,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Fairly good,Not during the past moth,Less than once a week,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Less than once a week,Not during the past month,75 degrees or higher,Sometimes,Almost never,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,333
290,290,290,I consent,I am between the ages of 18-25.,19.0,2005-09-11,Cisgender Male,White,Yes,No,,No,No,No,True,No,VOLLEYBALL,White,No,,True,10:05,20,6:20,7.5,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,75 degrees or higher,Often,Often,Sometimes,Sometimes,Almost never,Always,Often,Always,Sometimes,Sometimes,Often,Sometimes,Always,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,220
291,291,291,I consent,I am between the ages of 18-25.,25.0,2000-01-12,Cisgender Female,White,Yes,Yes - Full time,Junior,No,No,No,True,Yes,soccer,White,No,,True,11,5,5,6,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Less than once a week,Only a very slight problem,Yes,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,332
292,292,292,I consent,I am between the ages of 18-25.,19.0,2005-08-23,Cisgender Male,Asian,Yes,Yes - Full time,Junior,No,No,No,True,Yes,"Swimming, 3 years, Water Polo, 2 years, Cross Country, 2 year",Asian,No,,True,2am-3am,10 minutes,8am-915am,~6-7,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Three or more times a week,Once or twice a week,Three or more times a week,Fairly good,Not during the past moth,Once or twice a week,A very big problem,No,,,,,75 degrees or higher,Sometimes,Often,Often,Often,Almost never,Sometimes,Always,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Almost never,Almost never,Almost never,Almost never,Often,Almost never,234
293,293,293,I consent,I am between the ages of 18-25.,22.0,2002-11-21,Cisgender Male,White,Yes,Yes - Full time,Senior,No,No,No,True,Yes,"Basketball, all 4 years",White,No,,True,12:00 AM,20 minutes,9:00 AM,8 hours,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Very good,Not during the past moth,Less than once a week,No problem at all,No,,,,,75 degrees or higher,Often,Sometimes,Sometimes,Often,Always,Sometimes,Almost never,Sometimes,Almost never,Often,Sometimes,Sometimes,Always,Often,Sometimes,Often,Always,Always,Often,Sometimes,524
294,294,294,I consent,I am between the ages of 18-25.,20.0,2005-01-17,Cisgender Male,White,Yes,Yes - Part time,Sophomore,No,No,No,True,Yes,"Baseball, third baseman, freshman year",White,No,,True,1am,20,9am,7,Not during the past month,Once or twice a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Fairly good,Not during the past moth,Once or twice a week,A very big problem,No,,,,,75 degrees or higher,Sometimes,Always,Sometimes,Almost never,Sometimes,Always,Often,Always,Often,Always,Often,Always,Sometimes,Sometimes,Sometimes,Always,Often,Almost never,Always,Always,372
295,295,295,I consent,I am between the ages of 18-25.,23.0,2001-08-07,Cisgender Male,White,Yes,Yes - Full time,Senior,No,No,Yes,True,Yes,"Soccer, forward, 4 years",White,No,,True,11pm,30 minutes,7am,6.5,Once or twice a week,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Less than once a week,Not during the past month,75 degrees or higher,Often,Sometimes,Sometimes,Sometimes,Often,Often,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,266
296,296,296,I consent,I am between the ages of 18-25.,24.0,2000-06-10,Cisgender Male,Asian,Yes,No,,No,No,No,True,No,N/A (Did not play sports in High School),Asian,No,,True,10,15,6,8,Once or twice a week,Once or twice a week,Once or twice a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Fairly good,Not during the past moth,Less than once a week,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Almost never,Sometimes,Often,Sometimes,Sometimes,Almost never,Almost never,Almost never,Often,Sometimes,Almost never,Sometimes,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,442
297,297,297,I consent,I am between the ages of 18-25.,19.0,2005-06-23,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Sophomore,No,No,No,True,No,,Non-Hispanic Black,No,,True,Between 11 PM and 12 PM,Between 5 and 15 minutes,Between 8 AM and 9 AM,Between 7 hours and 8 hours,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Almost never,Often,Almost never,Almost never,Sometimes,Almost never,Often,Sometimes,Always,Often,Often,Almost never,398
298,298,298,I consent,I am between the ages of 18-25.,25.0,1999-01-01,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Senior,No,No,No,True,Yes,soccer,Non-Hispanic Black,No,,True,11pm,30,6am,7,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Three or more times a week,Once or twice a week,Less than once a week,Not during the past month,Three or more times a week,Fairly good,Less than once a week,Not during the past month,Somewhat of a problem,No,,,,,75 degrees or higher,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Often,Sometimes,Almost never,Often,Sometimes,Often,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Sometimes,Often,619
299,299,299,I consent,I am between the ages of 18-25.,23.0,2001-10-21,Cisgender Male,White,Yes,No,,Yes,Yes,Yes,True,Yes,Lacrosse midfield position,White,Yes,,True,3 am,4 hours,1 pm,6,Three or more times a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,,Three or more times a week,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,A very big problem,No,,,,,64 degrees or lower,Always,Often,Always,Often,Almost never,Always,Always,Always,Always,Always,Often,Always,Often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Often,Always,428
300,300,300,I consent,I am between the ages of 18-25.,22.0,2002-08-08,Cisgender Female,White,Yes,No,,No,No,No,True,No,,White,No,,True,11,15,7,6,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Sometimes,Almost never,Often,Often,Almost never,Almost never,Sometimes,Often,Often,Almost never,Almost never,Often,Often,Almost never,Almost never,Often,Often,Often,Almost never,226
301,301,301,I consent,I am between the ages of 18-25.,24.0,2000-07-21,Cisgender Male,White,Yes,No,,No,No,No,True,Yes,"Fencing, foil, 4 years Track and Field, Discus and Shotput thrower and Captain, 4 years",White,No,,False,12:30 AM,15,6:45 AM,6,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Less than once a week,No problem at all,No,,,,,75 degrees or higher,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Almost never,Almost never,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Almost never,401
302,302,302,I consent,I am between the ages of 18-25.,23.0,2001-05-12,Cisgender Female,White,Yes,No,,No,No,No,True,Yes,"Golf 1 year, basketball 1 year",White,No,,True,9:45,20,6:00,8,Less than once a week,Once or twice a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Almost never,Almost never,Often,Sometimes,Often,Almost never,Sometimes,Sometimes,Often,Almost never,254
303,303,303,I consent,I am between the ages of 18-25.,21.0,2003-09-24,Cisgender Female,,Yes,No,,Yes,Yes,Yes,True,Yes,"Soccer, Right wing, all 4 years /// Cross-country, Runner, 2 years",,Yes,1,True,10 pm,5 minutes or less,6 am,7 hours,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Fairly good,Less than once a week,Less than once a week,Only a very slight problem,Yes,Three or more times a week,Not during the past month,Three or more times a week,Once or twice a week,75 degrees or higher,Sometimes,Almost never,Almost never,Often,Always,Almost never,Almost never,Almost never,Almost never,Almost never,Often,Almost never,Almost never,Often,Always,Always,Almost never,Often,Almost never,Always,534
304,304,304,I consent,I am between the ages of 18-25.,25.0,1999-01-01,Cisgender Female,Asian,Yes,No,,No,No,No,True,No,,Asian,No,,True,8 PM,30 minutes,7:30 AM,8 Hours,Once or twice a week,Three or more times a week,Once or twice a week,Once or twice a week,Less than once a week,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Fairly good,Less than once a week,Once or twice a week,A very big problem,No,,,,,70-74 degrees,Often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,133
305,305,305,I consent,I am between the ages of 18-25.,25.0,1999-01-01,Cisgender Female,Latino/Hispanic,Yes,No,,No,No,No,True,No,,Latino/Hispanic,No,,True,12pm,60,8,7,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Fairly bad,Not during the past moth,Less than once a week,Only a very slight problem,Yes,Three or more times a week,Once or twice a week,Once or twice a week,Not during the past month,75 degrees or higher,Often,Sometimes,Often,Often,Often,Always,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,372
306,306,306,I consent,I am between the ages of 18-25.,24.0,2000-02-06,Cisgender Male,Non-Hispanic Black,Yes,Yes - Part time,Sophomore,No,No,No,True,Yes,"Basketball, shooting guard, 3 years",Non-Hispanic Black,No,,True,11PM,20,7AM,8,Less than once a week,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Fairly good,Three or more times a week,Less than once a week,Only a very slight problem,Yes,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,75 degrees or higher,Always,Sometimes,Sometimes,Almost never,Almost never,Often,Almost never,Often,Always,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,581
307,307,307,I consent,I am between the ages of 18-25.,23.0,2001-01-01,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,True,No,I did not play,Non-Hispanic Black,No,,True,11,6,6,6,Not during the past month,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Sometimes,Often,Sometimes,460
308,308,308,I consent,I am between the ages of 18-25.,21.0,2003-05-07,Cisgender Female,White,Yes,No,,No,No,No,False,No,,White,No,,True,12am,3,8am,8,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Fairly bad,Less than once a week,Once or twice a week,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Less than once a week,Not during the past month,75 degrees or higher,Often,Often,Often,Often,Often,Often,Often,Often,Always,Often,Almost never,Sometimes,Sometimes,Almost never,Always,Often,Sometimes,Sometimes,Sometimes,Sometimes,245
309,309,309,I consent,I am between the ages of 18-25.,25.0,1999-01-01,Cisgender Female,Non-Hispanic Black,Yes,No,,No,No,No,True,No,i did not participate,Non-Hispanic Black,No,,True,10,5,6,6,Not during the past month,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Less than once a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,No problem at all,Yes,Less than once a week,Less than once a week,Less than once a week,Less than once a week,75 degrees or higher,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,556
310,310,310,I consent,I am between the ages of 18-25.,19.0,2005-12-05,Cisgender Male,Asian,Yes,No,,No,No,No,True,No,,Asian,No,,True,12am,60,9:10am,8,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Often,Often,Often,Often,Often,Often,Often,Always,Always,Sometimes,Always,Almost never,Always,Sometimes,Sometimes,Always,Often,Sometimes,Often,Often,152
311,311,311,I consent,I am between the ages of 18-25.,21.0,2003-11-04,Cisgender Male,White,Yes,Yes - Full time,Senior,No,No,Yes,True,Yes,soccer goalkeeper,White,No,,True,1am,30minutes,11am,10,Three or more times a week,Three or more times a week,Three or more times a week,Once or twice a week,Three or more times a week,Three or more times a week,Not during the past month,Less than once a week,Three or more times a week,Fairly bad,Three or more times a week,Once or twice a week,A very big problem,Yes,Three or more times a week,Once or twice a week,Three or more times a week,Three or more times a week,75 degrees or higher,Almost never,Sometimes,Almost never,Always,Always,Almost never,Almost never,Almost never,Always,Always,Almost never,Almost never,Always,Always,Always,Almost never,Always,Almost never,Almost never,Almost never,265
312,312,312,I consent,I am between the ages of 18-25.,25.0,2000-02-20,Cisgender Male,White,Yes,No,,No,No,No,True,Yes,"baseball, 2 years",White,No,,False,1 am,30,8 am,7,Less than once a week,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Almost never,Almost never,Almost never,Almost never,Sometimes,Almost never,Almost never,Almost never,Sometimes,Almost never,Almost never,Often,Almost never,Often,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,445
313,313,313,I consent,I am between the ages of 18-25.,22.0,2002-03-24,Cisgender Male,White,Yes,No,,No,No,No,True,Yes,Football,White,No,,True,9:00,7,6:00,7,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Very good,Less than once a week,Once or twice a week,Only a very slight problem,No,,,,,75 degrees or higher,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Often,Almost never,Sometimes,Almost never,Often,Often,Sometimes,Often,Almost never,Sometimes,Sometimes,477
314,314,314,I consent,I am between the ages of 18-25.,23.0,2001-01-01,Cisgender Male,Latino/Hispanic,Yes,No,,No,No,No,False,No,,Latino/Hispanic,No,,True,11,20,9,10,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Somewhat of a problem,No,,,,,75 degrees or higher,Often,Often,Often,Often,Often,Always,Always,Almost never,Always,Often,Often,Always,Sometimes,Almost never,Always,Often,Sometimes,Almost never,Sometimes,Almost never,387
